Marital Status,Course,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Gender,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,isDisplaced,hasSpecialNeeds,tuitionToDate,hasScholarship,isDebtor,AttendanceTime,Nationality
Single,Animation and Multimedia Design,Secondary,130.0,Higher,Secondary,9,9,126.9,Female,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,True,False,True,False,False,Day,Portuguese
Single,Management,Secondary,131.0,Basic,Basic,3,10,119.8,Female,19,0,0,5,8,5,12.6,0,0,5,9,4,11.6,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management,Secondary,137.0,Secondary,Secondary,4,7,124.4,Female,18,0,0,5,5,5,12.6,0,0,5,5,4,11.0,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Agronomy,Secondary,150.0,Higher,Higher,2,2,120.0,Female,34,0,1,6,10,6,14.33333333,0,0,6,9,6,12.83333333,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,False,False,True,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,117.0,Basic,Basic,9,9,111.8,Female,22,0,0,5,8,3,12.0,0,0,5,9,2,11.0,1,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,133.1,Basic,Basic,7,7,130.0,Female,24,0,0,6,7,6,14.85714286,0,0,6,10,5,13.6,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Management,Secondary,130.0,Basic,Basic,7,10,138.0,Female,34,0,12,15,17,12,11.91666667,0,11,13,13,11,13.18181818,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Married,Management (evening attendance),Secondary,110.0,Unknown,Unknown,0,0,114.6,Female,46,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Evening,Portuguese
Married,Management,Secondary,140.0,Basic,Basic,9,8,108.0,Female,50,0,0,5,12,3,13.33333333,1,0,5,8,5,12.2,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Secondary,140.0,Basic,Basic,9,5,140.0,Female,37,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,False,False,False,False,False,Evening,Portuguese
Single,Veterinary Nursing,Secondary,148.0,Basic,Basic,4,9,134.7,Female,18,0,0,6,6,6,17.0,0,0,6,6,6,15.5,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,130.0,Basic,Basic,6,6,110.0,Female,25,0,0,6,13,3,11.66666667,0,0,6,14,2,11.33333333,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Married,Agronomy,Secondary,140.0,Basic,Basic,9,6,104.8,Female,46,0,14,19,24,19,12.21052632,0,11,13,13,13,11.38461538,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Married,Communication Design,Secondary,160.0,Higher,Secondary,2,5,126.5,Female,30,0,1,6,8,6,13.0,1,0,6,9,5,12.85714286,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Divorced,Management (evening attendance),Secondary,130.0,Basic,Basic,9,9,118.1,Female,37,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,False,False,False,False,True,Evening,Portuguese
Married,Management (evening attendance),Secondary,120.0,Basic,Basic,9,9,119.9,Female,50,0,0,5,9,2,10.5,0,0,5,7,3,11.0,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Agronomy,Higher,160.0,Basic,Basic,9,6,160.0,Female,20,0,0,6,7,6,13.57142857,0,0,6,9,6,12.71428571,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Oral Hygiene,Below secondary,133.1,Unknown,Unknown,99,99,100.5,Female,39,0,0,3,7,1,14.0,0,0,2,4,0,0.0,0,11.1,0.6,2.02,Dropout,False,False,True,False,False,Day,Portuguese
Married,Journalism and Communication,Below secondary,133.1,Basic,Basic,9,6,110.0,Female,53,0,0,5,5,0,0.0,0,0,4,5,0,0.0,0,15.5,2.8,-4.06,Dropout,False,False,False,False,False,Day,Portuguese
Married,Management,Secondary,100.0,Basic,Basic,9,9,100.0,Female,54,0,13,15,20,13,12.46153846,1,10,13,13,10,11.1,1,15.5,2.8,-4.06,Dropout,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Higher,140.0,Higher,Higher,4,2,140.0,Female,19,0,0,6,8,4,14.4,0,0,6,6,5,13.0,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,109.0,Secondary,Secondary,4,4,109.0,Female,20,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,True,False,False,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,130.0,Secondary,Basic,4,5,120.9,Female,18,0,0,6,6,6,14.33333333,0,0,6,6,6,14.16666667,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,False,True,Day,Portuguese
Single,Agronomy,Higher,130.0,Secondary,Secondary,144,144,125.8,Female,21,0,7,13,21,11,11.90909091,0,5,11,14,11,10.72727273,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,False,True,Day,Portuguese
Single,Communication Design,Secondary,164.0,Secondary,Secondary,5,3,161.2,Female,18,0,1,6,8,6,13.71428571,1,0,6,8,6,14.375,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,125.0,Basic,Basic,9,10,122.0,Female,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout,True,False,True,False,True,Day,Portuguese
Single,Nursing,Secondary,137.0,Secondary,Secondary,9,9,127.9,Female,18,0,0,7,10,5,13.46,0,0,7,8,7,12.2375,0,11.1,0.6,2.02,Dropout,True,False,True,True,False,Day,Portuguese
Single,Journalism and Communication,Secondary,133.0,Secondary,Higher,3,3,135.8,Female,19,0,0,6,6,6,15.0,0,0,6,6,6,13.33333333,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,163.0,Secondary,Secondary,4,3,149.7,Female,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,True,False,True,True,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,160.0,Higher,Secondary,4,4,137.3,Female,19,0,0,6,7,5,13.4,0,0,6,6,5,12.8,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Divorced,Social Service (evening attendance),Below secondary,133.1,Unknown,Unknown,0,0,106.0,Female,48,0,0,6,9,5,13.0,0,0,6,10,4,12.5,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Evening,Portuguese
Divorced,Social Service,Secondary,120.0,Basic,Basic,9,9,110.0,Female,34,0,0,6,13,4,11.25,0,0,6,8,4,13.75,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,True,Day,Portuguese
Single,Veterinary Nursing,Secondary,140.0,Higher,Higher,2,2,146.4,Female,18,0,0,5,5,5,12.6,0,0,5,7,5,11.6,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Married,Social Service (evening attendance),Secondary,140.0,Basic,Basic,9,9,121.0,Female,50,0,0,6,8,6,12.66666667,0,0,6,6,6,11.83333333,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Basic Education,Secondary,140.0,Basic,Basic,6,6,125.2,Female,41,0,20,21,23,21,12.33333333,0,19,19,19,19,12.10526316,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,False,True,Day,Portuguese
Single,Journalism and Communication,Secondary,115.0,Secondary,Secondary,5,5,119.6,Female,22,0,0,6,11,5,12.0,0,0,6,11,5,11.0,0,7.6,2.6,0.32,Dropout,True,False,True,True,False,Day,Portuguese
Divorced,Management,Secondary,140.0,Basic,Basic,9,9,142.8,Female,43,0,0,5,5,5,16.4,0,0,5,5,5,16.6,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Married,Social Service (evening attendance),Below secondary,133.1,Higher,Basic,90,90,123.5,Female,50,0,0,1,1,0,0.0,1,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Agronomy,Below secondary,133.1,Basic,Basic,9,9,100.0,Female,60,0,0,6,10,6,12.75,0,0,6,6,4,14.75,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Married,Management,Secondary,110.0,Basic,Basic,9,10,140.0,Female,41,0,0,5,14,4,14.5,1,0,5,12,5,13.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Married,Management (evening attendance),Below secondary,133.1,Basic,Basic,9,9,150.3,Female,47,0,0,5,5,5,14.8,0,0,5,5,5,14.4,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Animation and Multimedia Design,Higher,116.0,Higher,Higher,2,2,128.2,Female,22,0,12,17,22,17,10.36842105,0,14,17,18,17,11.5,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Married,Nursing,Secondary,110.0,Basic,Basic,9,6,114.3,Female,41,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,10.8,1.4,1.74,Dropout,False,False,True,False,False,Day,Portuguese
Married,Management (evening attendance),Secondary,140.0,Basic,Basic,5,6,117.3,Female,28,0,6,10,15,6,10.66666667,0,5,10,17,9,11.33333333,1,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Facto Union,Tourism,Higher,120.0,Basic,Basic,4,9,120.0,Female,32,0,9,15,21,13,12.69230769,0,12,15,22,13,12.38461538,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Married,Management (evening attendance),Below secondary,133.1,Basic,Unknown,90,90,110.7,Female,50,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Evening,Portuguese
Single,Management,Secondary,160.0,Secondary,Basic,9,10,118.0,Female,53,0,14,15,15,15,11.8,0,12,13,13,12,11.66666667,1,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Oral Hygiene,Secondary,133.1,Higher,Higher,4,4,169.2,Female,54,1,0,7,7,0,0.0,0,0,5,10,0,0.0,0,12.4,0.5,1.79,Dropout,False,False,False,False,True,Day,Spanish
Single,Social Service (evening attendance),Secondary,120.0,Basic,Basic,9,7,106.8,Female,49,0,0,6,9,5,12.33333333,0,0,6,12,4,11.5,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Married,Basic Education,Secondary,133.1,Basic,Basic,4,7,100.0,Female,34,0,6,12,18,11,13.0,0,4,13,22,8,11.875,0,12.7,3.7,-1.7,Dropout,False,False,True,False,False,Day,Portuguese
Divorced,Social Service (evening attendance),Secondary,133.1,Basic,Basic,5,7,144.5,Female,45,0,0,6,13,4,12.5,0,0,6,8,3,11.66666667,0,16.2,0.3,-0.92,Dropout,False,False,True,False,False,Evening,Portuguese
Divorced,Social Service (evening attendance),Below secondary,133.1,Basic,Basic,9,7,134.5,Female,47,0,0,6,8,5,12.2,0,0,6,10,4,11.25,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Single,Social Service,Secondary,122.0,Basic,Basic,5,5,114.3,Female,22,0,5,10,15,8,11.0,0,2,7,16,5,11.2,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Management (evening attendance),Secondary,133.1,Basic,Basic,9,9,113.4,Female,33,0,0,5,14,1,10.0,0,0,5,13,2,12.0,0,12.4,0.5,1.79,Dropout,False,False,True,False,False,Evening,Portuguese
Married,Social Service (evening attendance),Secondary,140.0,Basic,Basic,9,9,128.0,Female,43,0,0,6,7,6,12.33333333,0,0,6,8,6,11.5,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Single,Agronomy,Higher,120.0,Basic,Basic,6,6,120.0,Female,54,0,9,13,13,13,14.30769231,0,5,12,15,12,15.23076923,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Social Service (evening attendance),Higher,130.0,Basic,Basic,5,7,147.5,Female,39,0,7,11,13,11,14.45454545,0,6,8,8,8,13.5,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Married,Management (evening attendance),Secondary,120.0,Basic,Basic,9,9,120.7,Female,39,0,0,5,6,5,11.0,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Basic Education,Secondary,153.0,Basic,Basic,9,9,153.7,Female,18,0,0,6,8,6,13.14285714,0,0,6,6,6,12.83333333,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,131.0,Basic,Basic,9,7,121.9,Female,19,0,0,6,8,6,13.75,0,0,6,7,6,11.85714286,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,126.0,Basic,Basic,9,6,119.4,Female,18,0,0,6,6,6,14.0,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Married,Social Service (evening attendance),Below secondary,110.0,Unknown,Unknown,0,0,157.8,Female,44,0,5,8,13,8,13.75,0,2,6,9,6,12.5,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Management (evening attendance),Secondary,150.0,Higher,Secondary,3,9,154.0,Female,27,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Advertising and Marketing Management,Secondary,131.0,Secondary,Basic,4,7,135.9,Female,18,0,0,6,6,6,13.16666667,0,0,6,8,6,12.42857143,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Married,Social Service (evening attendance),Secondary,130.0,Unknown,Unknown,0,0,130.0,Female,45,0,10,12,12,9,12.44444444,3,4,7,8,6,12.0,0,9.4,-0.8,-3.12,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Basic Education,Secondary,122.0,Basic,Basic,9,9,118.9,Female,20,0,0,6,7,6,12.66666667,0,0,6,7,5,13.0,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Social Service (evening attendance),Secondary,151.0,Basic,Basic,9,9,152.4,Female,40,0,0,6,7,6,11.33333333,0,0,6,7,6,10.5,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Management (evening attendance),Secondary,120.0,Basic,Basic,6,6,147.8,Female,40,0,0,5,9,4,11.25,0,0,5,6,5,12.0,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Nursing,Secondary,136.0,Higher,Higher,2,2,100.0,Female,18,0,0,7,8,7,13.6125,0,0,8,8,8,14.575,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,140.0,Higher,Basic,3,8,129.0,Female,21,0,0,8,8,7,12.41428571,0,0,8,8,7,12.41428571,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,131.0,Higher,Secondary,3,3,148.9,Female,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Management (evening attendance),Higher,120.0,Basic,Basic,9,8,120.0,Female,36,0,8,12,21,11,11.5,0,7,12,22,12,11.4375,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Married,Social Service (evening attendance),Higher,170.0,Basic,Basic,4,4,170.0,Female,27,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,False,False,True,False,False,Evening,Portuguese
Married,Oral Hygiene,Secondary,100.0,Basic,Basic,9,9,130.0,Female,32,1,0,7,10,7,11.0,0,0,8,8,8,13.125,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Day,Spanish
Single,Social Service,Secondary,116.0,Secondary,Secondary,3,3,119.2,Female,18,0,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,133.1,Basic,Basic,9,7,129.0,Female,37,0,0,6,13,4,12.0,0,0,6,10,3,12.0,0,16.2,0.3,-0.92,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Journalism and Communication,Secondary,136.0,Higher,Secondary,2,3,132.5,Female,19,0,0,6,7,6,12.5,0,0,6,7,6,12.5,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Divorced,Social Service (evening attendance),Secondary,160.0,Basic,Basic,7,5,115.0,Female,41,0,0,6,8,6,11.33333333,0,0,6,9,6,11.33333333,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Married,Nursing,Secondary,140.0,Secondary,Basic,4,9,128.0,Female,18,0,0,7,7,6,14.06666667,0,0,7,7,6,14.06666667,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,130.0,Basic,Basic,90,90,125.1,Female,21,0,2,9,14,8,13.55555556,0,2,7,10,7,13.57142857,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Agronomy,Secondary,140.0,Secondary,Basic,3,9,140.0,Female,23,0,0,6,13,5,11.6,0,0,6,11,4,12.25,0,12.4,0.5,1.79,Dropout,True,False,False,False,True,Day,Portuguese
Single,Journalism and Communication,Secondary,123.0,Secondary,Secondary,3,3,120.9,Female,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,143.0,Basic,Basic,4,4,135.3,Female,18,0,0,8,8,8,13.27625,0,0,8,8,8,13.27625,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,133.1,Unknown,Unknown,99,99,125.2,Female,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,False,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,136.0,Higher,Basic,0,8,135.7,Female,19,0,0,6,8,6,14.375,0,0,6,8,6,14.75,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Legally Separated,Management,Secondary,133.1,Basic,Basic,9,9,110.0,Female,47,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,False,False,True,False,False,Day,Portuguese
Legally Separated,Social Service (evening attendance),Secondary,133.1,Basic,Basic,9,9,119.0,Female,48,0,0,6,7,6,10.66666667,0,0,6,9,5,11.8,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Married,Social Service (evening attendance),Higher,110.0,Basic,Basic,9,9,110.0,Female,39,0,9,13,19,12,13.41666667,0,4,10,10,10,14.5,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Nursing,Secondary,118.0,Basic,Basic,7,7,115.2,Female,19,0,0,7,9,6,12.97166667,0,0,8,9,7,12.32142857,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Higher,110.0,Basic,Basic,9,9,112.9,Female,38,0,14,15,16,14,10.92857143,0,12,14,16,12,11.83333333,0,9.4,-0.8,-3.12,Dropout,False,False,True,False,False,Evening,Portuguese
Facto Union,Agronomy,Below secondary,133.1,Basic,Secondary,9,9,119.4,Female,27,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout,False,False,False,False,True,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,162.0,Basic,Basic,4,7,152.9,Female,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,155.0,Basic,Basic,4,5,117.5,Female,34,0,0,6,6,4,13.25,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Married,Social Service,Below secondary,133.1,Basic,Basic,4,4,98.5,Female,48,0,0,6,14,6,11.33333333,0,0,6,11,5,12.4,0,15.5,2.8,-4.06,Dropout,False,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,150.0,Unknown,Unknown,0,0,108.0,Female,25,0,0,5,6,1,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,False,False,True,False,False,Day,Portuguese
Married,Nursing,Secondary,133.1,Basic,Basic,6,6,120.0,Female,32,0,0,8,9,7,12.75714286,0,0,8,9,7,12.75714286,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Journalism and Communication,Secondary,154.0,Basic,Basic,9,7,150.2,Female,18,0,0,6,6,6,14.5,0,0,6,6,6,14.66666667,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Social Service (evening attendance),Higher,140.0,Secondary,Higher,4,6,139.2,Female,20,0,3,6,6,6,13.83333333,0,2,6,7,6,14.57142857,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,False,True,Evening,Portuguese
Single,Management,Secondary,158.0,Basic,Basic,9,7,130.0,Female,20,0,0,5,8,4,11.25,0,0,5,7,5,10.4,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,122.0,Basic,Basic,9,3,115.7,Female,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,136.0,Secondary,Secondary,4,4,127.0,Female,19,0,0,8,10,1,13.67,7,0,8,10,1,13.67,7,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Below secondary,133.1,Basic,Unknown,90,90,118.1,Female,39,0,0,5,9,0,0.0,0,0,5,5,2,12.5,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Evening,Portuguese
Single,Equinculture,Secondary,132.0,Higher,Higher,0,4,119.1,Female,29,0,0,5,10,1,13.0,4,0,5,14,0,0.0,8,10.8,1.4,1.74,Dropout,True,False,True,False,True,Day,Portuguese
Single,Management (evening attendance),Secondary,130.0,Basic,Basic,6,6,111.9,Female,36,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,False,False,True,False,True,Evening,Portuguese
Single,Nursing,Secondary,144.0,Basic,Basic,9,9,130.5,Female,18,0,0,8,12,7,11.97142857,0,0,8,12,7,11.97142857,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Social Service (evening attendance),Below secondary,133.1,Unknown,Unknown,0,0,135.0,Female,51,0,0,6,12,0,0.0,0,1,6,11,0,0.0,1,7.6,2.6,0.32,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Journalism and Communication,Secondary,133.1,Unknown,Unknown,90,90,130.0,Female,23,1,0,6,11,1,16.0,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Dropout,False,False,True,False,True,Day,Cape Verdean
Single,Veterinary Nursing,Secondary,150.0,Basic,Basic,6,6,150.0,Female,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,150.0,Unknown,Unknown,0,0,150.2,Female,28,0,0,6,9,4,12.75,1,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,True,False,False,False,False,Day,Portuguese
Married,Management (evening attendance),Secondary,110.0,Basic,Basic,9,3,127.1,Female,34,0,0,5,9,4,11.0,0,0,5,10,4,10.75,1,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Social Service (evening attendance),Secondary,100.0,Basic,Basic,6,5,107.5,Female,41,0,0,2,2,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,False,False,True,False,False,Evening,Portuguese
Divorced,Social Service (evening attendance),Higher,100.0,Basic,Basic,9,9,130.0,Female,43,0,0,6,7,5,12.2,0,0,6,6,6,12.33333333,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Married,Oral Hygiene,Secondary,133.1,Secondary,Higher,9,2,152.8,Female,28,1,0,7,9,7,12.42857143,0,0,8,8,8,12.3,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Russian
Single,Animation and Multimedia Design,Secondary,145.0,Higher,Secondary,2,4,160.1,Female,19,0,6,12,12,12,14.5,0,4,11,15,11,13.58333333,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Agronomy,Secondary,130.0,Basic,Basic,9,1,140.0,Female,26,0,6,12,13,6,13.0,0,4,12,14,11,13.83333333,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,118.0,Higher,Higher,2,3,110.7,Female,18,0,0,7,7,7,11.71428571,0,0,8,8,8,12.75,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Basic Education,Secondary,133.1,Basic,Basic,9,5,138.3,Female,45,0,0,7,12,4,10.25,0,0,7,10,3,13.0,0,11.1,0.6,2.02,Dropout,False,False,True,False,False,Day,Portuguese
Single,Basic Education,Higher,150.0,Higher,Basic,2,7,150.0,Female,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,False,False,True,False,False,Day,Portuguese
